query,intent
박영숙에 대해 알려줘,1
박영숙에 대해 알려줄래,1
박영숙에 대해 설명해줘,1
박영숙에 대해 설명 부탁드립니다,1
박영숙에 대해 설명,1
동작구,1
동작구 궁금합니다,1
동작구 알고 싶습니다,1
동작구 궁금해,1
동작구 알려줘,1
동작구 알려줄래,1
동작구 설명해줘,1
동작구 설명 부탁드립니다,1
동작구 설명,1
동작구에 대해 궁금합니다,1
동작구에 대해 알고 싶습니다,1
동작구에 대해 궁금해,1
동작구에 대해 알려줘,1
동작구에 대해 알려줄래,1
동작구에 대해 설명해줘,1
동작구에 대해 설명 부탁드립니다,1
동작구에 대해 설명,1
기획,1
기획 궁금합니다,1
기획 알고 싶습니다,1
기획 궁금해,1
기획 알려줘,1
기획 알려줄래,1
기획 설명해줘,1
기획 설명 부탁드립니다,1
기획 설명,1
기획에 대해 궁금합니다,1
기획에 대해 알고 싶습니다,1
기획에 대해 궁금해,1
기획에 대해 알려줘,1
기획에 대해 알려줄래,1
기획에 대해 설명해줘,1
기획에 대해 설명 부탁드립니다,1
기획에 대해 설명,1
이창민,1
이창민 궁금합니다,1
이창민 알고 싶습니다,1
이창민 궁금해,1
이창민 알려줘,1
이창민 알려줄래,1
이창민 설명해줘,1
이창민 설명 부탁드립니다,1
이창민 설명,1
이창민에 대해 궁금합니다,1
이창민에 대해 알고 싶습니다,1
이창민에 대해 궁금해,1
이창민에 대해 알려줘,1
이창민에 대해 알려줄래,1
이창민에 대해 설명해줘,1
이창민에 대해 설명 부탁드립니다,1
이창민에 대해 설명,1
성정동,1
성정동 궁금합니다,1
성정동 알고 싶습니다,1
성정동 궁금해,1
성정동 알려줘,1
성정동 알려줄래,1
성정동 설명해줘,1
성정동 설명 부탁드립니다,1
성정동 설명,1
성정동에 대해 궁금합니다,1
성정동에 대해 알고 싶습니다,1
성정동에 대해 궁금해,1
성정동에 대해 알려줘,1
성정동에 대해 알려줄래,1
성정동에 대해 설명해줘,1
성정동에 대해 설명 부탁드립니다,1
성정동에 대해 설명,1
최수민,1
최수민 궁금합니다,1
최수민 알고 싶습니다,1
최수민 궁금해,1
최수민 알려줘,1
최수민 알려줄래,1
최수민 설명해줘,1
최수민 설명 부탁드립니다,1
최수민 설명,1
최수민에 대해 궁금합니다,1
최수민에 대해 알고 싶습니다,1
최수민에 대해 궁금해,1
최수민에 대해 알려줘,1
최수민에 대해 알려줄래,1
최수민에 대해 설명해줘,1
최수민에 대해 설명 부탁드립니다,1
최수민에 대해 설명,1
강북구,1
강북구 궁금합니다,1
강북구 알고 싶습니다,1
강북구 궁금해,1
강북구 알려줘,1
강북구 알려줄래,1
강북구 설명해줘,1
강북구 설명 부탁드립니다,1
강북구 설명,1
강북구에 대해 궁금합니다,1
강북구에 대해 알고 싶습니다,1
강북구에 대해 궁금해,1
강북구에 대해 알려줘,1
강북구에 대해 알려줄래,1
강북구에 대해 설명해줘,1
강북구에 대해 설명 부탁드립니다,1
강북구에 대해 설명,1
만일,1
만일 궁금합니다,1
만일 알고 싶습니다,1
만일 궁금해,1
만일 알려줘,1
만일 알려줄래,1
만일 설명해줘,1
만일 설명 부탁드립니다,1
만일 설명,1
만일에 대해 궁금합니다,1
만일에 대해 알고 싶습니다,1
만일에 대해 궁금해,1
만일에 대해 알려줘,1
만일에 대해 알려줄래,1
만일에 대해 설명해줘,1
만일에 대해 설명 부탁드립니다,1
만일에 대해 설명,1
신설,1
신설 궁금합니다,1
신설 알고 싶습니다,1
신설 궁금해,1
신설 알려줘,1
신설 알려줄래,1
신설 설명해줘,1
신설 설명 부탁드립니다,1
신설 설명,1
신설에 대해 궁금합니다,1
신설에 대해 알고 싶습니다,1
신설에 대해 궁금해,1
신설에 대해 알려줘,1
신설에 대해 알려줄래,1
신설에 대해 설명해줘,1
신설에 대해 설명 부탁드립니다,1
신설에 대해 설명,1
배정,1
배정 궁금합니다,1
배정 알고 싶습니다,1
배정 궁금해,1
배정 알려줘,1
배정 알려줄래,1
배정 설명해줘,1
배정 설명 부탁드립니다,1
배정 설명,1
배정에 대해 궁금합니다,1
배정에 대해 알고 싶습니다,1
배정에 대해 궁금해,1
배정에 대해 알려줘,1
배정에 대해 알려줄래,1
배정에 대해 설명해줘,1
배정에 대해 설명 부탁드립니다,1
배정에 대해 설명,1
원인,1
원인 궁금합니다,1
원인 알고 싶습니다,1
원인 궁금해,1
원인 알려줘,1
원인 알려줄래,1
원인 설명해줘,1
원인 설명 부탁드립니다,1
원인 설명,1
원인에 대해 궁금합니다,1
원인에 대해 알고 싶습니다,1
원인에 대해 궁금해,1
원인에 대해 알려줘,1
원인에 대해 알려줄래,1
원인에 대해 설명해줘,1
원인에 대해 설명 부탁드립니다,1
원인에 대해 설명,1
분해,1
분해 궁금합니다,1
분해 알고 싶습니다,1
분해 궁금해,1
분해 알려줘,1
분해 알려줄래,1
분해 설명해줘,1
분해 설명 부탁드립니다,1
분해 설명,1
분해에 대해 궁금합니다,1
분해에 대해 알고 싶습니다,1
분해에 대해 궁금해,1
분해에 대해 알려줘,1
분해에 대해 알려줄래,1
분해에 대해 설명해줘,1
분해에 대해 설명 부탁드립니다,1
분해에 대해 설명,1
Decomposition,1
Decomposition 궁금합니다,1
Decomposition 알고 싶습니다,1
Decomposition 궁금해,1
Decomposition 알려줘,1
Decomposition 알려줄래,1
Decomposition 설명해줘,1
Decomposition 설명 부탁드립니다,1
Decomposition 설명,1
Decomposition에 대해 궁금합니다,1
Decomposition에 대해 알고 싶습니다,1
Decomposition에 대해 궁금해,1
Decomposition에 대해 알려줘,1
Decomposition에 대해 알려줄래,1
Decomposition에 대해 설명해줘,1
Decomposition에 대해 설명 부탁드립니다,1
Decomposition에 대해 설명,1
과정,1
과정 궁금합니다,1
과정 알고 싶습니다,1
과정 궁금해,1
과정 알려줘,1
과정 알려줄래,1
과정 설명해줘,1
과정 설명 부탁드립니다,1
과정 설명,1
과정에 대해 궁금합니다,1
과정에 대해 알고 싶습니다,1
과정에 대해 궁금해,1
과정에 대해 알려줘,1
과정에 대해 알려줄래,1
과정에 대해 설명해줘,1
과정에 대해 설명 부탁드립니다,1
과정에 대해 설명,1
Relation,1
Relation 궁금합니다,1
Relation 알고 싶습니다,1
Relation 궁금해,1
Relation 알려줘,1
Relation 알려줄래,1
Relation 설명해줘,1
Relation 설명 부탁드립니다,1
Relation 설명,1
Relation에 대해 궁금합니다,1
Relation에 대해 알고 싶습니다,1
Relation에 대해 궁금해,1
Relation에 대해 알려줘,1
Relation에 대해 알려줄래,1
Relation에 대해 설명해줘,1
Relation에 대해 설명 부탁드립니다,1
Relation에 대해 설명,1
Normalization,1
Normalization 궁금합니다,1
Normalization 알고 싶습니다,1
Normalization 궁금해,1
Normalization 알려줘,1
Normalization 알려줄래,1
Normalization 설명해줘,1
Normalization 설명 부탁드립니다,1
Normalization 설명,1
Normalization에 대해 궁금합니다,1
Normalization에 대해 알고 싶습니다,1
Normalization에 대해 궁금해,1
Normalization에 대해 알려줘,1
Normalization에 대해 알려줄래,1
Normalization에 대해 설명해줘,1
Normalization에 대해 설명 부탁드립니다,1
Normalization에 대해 설명,1
Functional,1
Functional 궁금합니다,1
Functional 알고 싶습니다,1
Functional 궁금해,1
Functional 알려줘,1
Functional 알려줄래,1
Functional 설명해줘,1
Functional 설명 부탁드립니다,1
Functional 설명,1
Functional에 대해 궁금합니다,1
Functional에 대해 알고 싶습니다,1
Functional에 대해 궁금해,1
Functional에 대해 알려줘,1
Functional에 대해 알려줄래,1
Functional에 대해 설명해줘,1
Functional에 대해 설명 부탁드립니다,1
Functional에 대해 설명,1
FD,1
FD 궁금합니다,1
FD 알고 싶습니다,1
FD 궁금해,1
FD 알려줘,1
FD 알려줄래,1
FD 설명해줘,1
FD 설명 부탁드립니다,1
FD 설명,1
FD에 대해 궁금합니다,1
FD에 대해 알고 싶습니다,1
FD에 대해 궁금해,1
FD에 대해 알려줘,1
FD에 대해 알려줄래,1
FD에 대해 설명해줘,1
FD에 대해 설명 부탁드립니다,1
FD에 대해 설명,1
규명,1
규명 궁금합니다,1
규명 알고 싶습니다,1
규명 궁금해,1
규명 알려줘,1
규명 알려줄래,1
규명 설명해줘,1
규명 설명 부탁드립니다,1
규명 설명,1
규명에 대해 궁금합니다,1
규명에 대해 알고 싶습니다,1
규명에 대해 궁금해,1
규명에 대해 알려줘,1
규명에 대해 알려줄래,1
규명에 대해 설명해줘,1
규명에 대해 설명 부탁드립니다,1
규명에 대해 설명,1
F,1
F 궁금합니다,1
F 알고 싶습니다,1
F 궁금해,1
F 알려줘,1
F 알려줄래,1
F 설명해줘,1
F 설명 부탁드립니다,1
F 설명,1
F에 대해 궁금합니다,1
F에 대해 알고 싶습니다,1
F에 대해 궁금해,1
F에 대해 알려줘,1
F에 대해 알려줄래,1
F에 대해 설명해줘,1
F에 대해 설명 부탁드립니다,1
F에 대해 설명,1
Codd,1
Codd 궁금합니다,1
Codd 알고 싶습니다,1
Codd 궁금해,1
Codd 알려줘,1
Codd 알려줄래,1
Codd 설명해줘,1
Codd 설명 부탁드립니다,1
Codd 설명,1
Codd에 대해 궁금합니다,1
Codd에 대해 알고 싶습니다,1
Codd에 대해 궁금해,1
Codd에 대해 알려줘,1
Codd에 대해 알려줄래,1
Codd에 대해 설명해줘,1
Codd에 대해 설명 부탁드립니다,1
Codd에 대해 설명,1
제안,1
제안 궁금합니다,1
제안 알고 싶습니다,1
제안 궁금해,1
제안 알려줘,1
제안 알려줄래,1
제안 설명해줘,1
제안 설명 부탁드립니다,1
제안 설명,1
제안에 대해 궁금합니다,1
제안에 대해 알고 싶습니다,1
제안에 대해 궁금해,1
제안에 대해 알려줘,1
제안에 대해 알려줄래,1
제안에 대해 설명해줘,1
제안에 대해 설명 부탁드립니다,1
제안에 대해 설명,1
핵심,1
핵심 궁금합니다,1
핵심 알고 싶습니다,1
핵심 궁금해,1
핵심 알려줘,1
핵심 알려줄래,1
핵심 설명해줘,1
핵심 설명 부탁드립니다,1
핵심 설명,1
핵심에 대해 궁금합니다,1
핵심에 대해 알고 싶습니다,1
핵심에 대해 궁금해,1
핵심에 대해 알려줘,1
핵심에 대해 알려줄래,1
핵심에 대해 설명해줘,1
핵심에 대해 설명 부탁드립니다,1
핵심에 대해 설명,1
발견,1
발견 궁금합니다,1
발견 알고 싶습니다,1
발견 궁금해,1
발견 알려줘,1
발견 알려줄래,1
발견 설명해줘,1
발견 설명 부탁드립니다,1
발견 설명,1
발견에 대해 궁금합니다,1
발견에 대해 알고 싶습니다,1
발견에 대해 궁금해,1
발견에 대해 알려줘,1
발견에 대해 알려줄래,1
발견에 대해 설명해줘,1
발견에 대해 설명 부탁드립니다,1
발견에 대해 설명,1
수단,1
수단 궁금합니다,1
수단 알고 싶습니다,1
수단 궁금해,1
수단 알려줘,1
수단 알려줄래,1
수단 설명해줘,1
수단 설명 부탁드립니다,1
수단 설명,1
수단에 대해 궁금합니다,1
수단에 대해 알고 싶습니다,1
수단에 대해 궁금해,1
수단에 대해 알려줘,1
수단에 대해 알려줄래,1
수단에 대해 설명해줘,1
수단에 대해 설명 부탁드립니다,1
수단에 대해 설명,1
X,1
X 궁금합니다,1
X 알고 싶습니다,1
X 궁금해,1
X 알려줘,1
X 알려줄래,1
X 설명해줘,1
X 설명 부탁드립니다,1
X 설명,1
X에 대해 궁금합니다,1
X에 대해 알고 싶습니다,1
X에 대해 궁금해,1
X에 대해 알려줘,1
X에 대해 알려줄래,1
X에 대해 설명해줘,1
X에 대해 설명 부탁드립니다,1
X에 대해 설명,1
Y,1
Y 궁금합니다,1
Y 알고 싶습니다,1
Y 궁금해,1
Y 알려줘,1
Y 알려줄래,1
Y 설명해줘,1
Y 설명 부탁드립니다,1
Y 설명,1
Y에 대해 궁금합니다,1
Y에 대해 알고 싶습니다,1
Y에 대해 궁금해,1
Y에 대해 알려줘,1
Y에 대해 알려줄래,1
Y에 대해 설명해줘,1
Y에 대해 설명 부탁드립니다,1
Y에 대해 설명,1
결정자,1
결정자 궁금합니다,1
결정자 알고 싶습니다,1
결정자 궁금해,1
결정자 알려줘,1
결정자 알려줄래,1
결정자 설명해줘,1
결정자 설명 부탁드립니다,1
결정자 설명,1
결정자에 대해 궁금합니다,1
결정자에 대해 알고 싶습니다,1
결정자에 대해 궁금해,1
결정자에 대해 알려줘,1
결정자에 대해 알려줄래,1
결정자에 대해 설명해줘,1
결정자에 대해 설명 부탁드립니다,1
결정자에 대해 설명,1
Determinant,1
Determinant 궁금합니다,1
Determinant 알고 싶습니다,1
Determinant 궁금해,1
Determinant 알려줘,1
Determinant 알려줄래,1
Determinant 설명해줘,1
Determinant 설명 부탁드립니다,1
Determinant 설명,1
Determinant에 대해 궁금합니다,1
Determinant에 대해 알고 싶습니다,1
Determinant에 대해 궁금해,1
Determinant에 대해 알려줘,1
Determinant에 대해 알려줄래,1
Determinant에 대해 설명해줘,1
Determinant에 대해 설명 부탁드립니다,1
Determinant에 대해 설명,1
종속자,1
종속자 궁금합니다,1
종속자 알고 싶습니다,1
종속자 궁금해,1
종속자 알려줘,1
종속자 알려줄래,1
종속자 설명해줘,1
종속자 설명 부탁드립니다,1
종속자 설명,1
종속자에 대해 궁금합니다,1
종속자에 대해 알고 싶습니다,1
종속자에 대해 궁금해,1
종속자에 대해 알려줘,1
종속자에 대해 알려줄래,1
종속자에 대해 설명해줘,1
종속자에 대해 설명 부탁드립니다,1
종속자에 대해 설명,1
Dependent,1
Dependent 궁금합니다,1
Dependent 알고 싶습니다,1
Dependent 궁금해,1
Dependent 알려줘,1
Dependent 알려줄래,1
Dependent 설명해줘,1
Dependent 설명 부탁드립니다,1
Dependent 설명,1
Dependent에 대해 궁금합니다,1
Dependent에 대해 알고 싶습니다,1
Dependent에 대해 궁금해,1
Dependent에 대해 알려줘,1
Dependent에 대해 알려줄래,1
Dependent에 대해 설명해줘,1
Dependent에 대해 설명 부탁드립니다,1
Dependent에 대해 설명,1
이영희,1
이영희 궁금합니다,1
이영희 알고 싶습니다,1
이영희 궁금해,1
이영희 알려줘,1
이영희 알려줄래,1
이영희 설명해줘,1
이영희 설명 부탁드립니다,1
이영희 설명,1
이영희에 대해 궁금합니다,1
이영희에 대해 알고 싶습니다,1
이영희에 대해 궁금해,1
이영희에 대해 알려줘,1
이영희에 대해 알려줄래,1
이영희에 대해 설명해줘,1
이영희에 대해 설명 부탁드립니다,1
이영희에 대해 설명,1
민,1
민 궁금합니다,1
민 알고 싶습니다,1
민 궁금해,1
민 알려줘,1
민 알려줄래,1
민 설명해줘,1
민 설명 부탁드립니다,1
민 설명,1
민에 대해 궁금합니다,1
민에 대해 알고 싶습니다,1
민에 대해 궁금해,1
민에 대해 알려줘,1
민에 대해 알려줄래,1
민에 대해 설명해줘,1
민에 대해 설명 부탁드립니다,1
민에 대해 설명,1
동규,1
동규 궁금합니다,1
동규 알고 싶습니다,1
동규 궁금해,1
동규 알려줘,1
동규 알려줄래,1
동규 설명해줘,1
동규 설명 부탁드립니다,1
동규 설명,1
동규에 대해 궁금합니다,1
동규에 대해 알고 싶습니다,1
동규에 대해 궁금해,1
동규에 대해 알려줘,1
동규에 대해 알려줄래,1
동규에 대해 설명해줘,1
동규에 대해 설명 부탁드립니다,1
동규에 대해 설명,1
장영주,1
장영주 궁금합니다,1
장영주 알고 싶습니다,1
장영주 궁금해,1
장영주 알려줘,1
장영주 알려줄래,1
장영주 설명해줘,1
장영주 설명 부탁드립니다,1
장영주 설명,1
장영주에 대해 궁금합니다,1
장영주에 대해 알고 싶습니다,1
장영주에 대해 궁금해,1
장영주에 대해 알려줘,1
장영주에 대해 알려줄래,1
장영주에 대해 설명해줘,1
장영주에 대해 설명 부탁드립니다,1
장영주에 대해 설명,1
정통,1
정통 궁금합니다,1
정통 알고 싶습니다,1
정통 궁금해,1
정통 알려줘,1
정통 알려줄래,1
정통 설명해줘,1
정통 설명 부탁드립니다,1
정통 설명,1
정통에 대해 궁금합니다,1
정통에 대해 알고 싶습니다,1
정통에 대해 궁금해,1
정통에 대해 알려줘,1
정통에 대해 알려줄래,1
정통에 대해 설명해줘,1
정통에 대해 설명 부탁드립니다,1
정통에 대해 설명,1
R,1
R 궁금합니다,1
R 알고 싶습니다,1
R 궁금해,1
R 알려줘,1
R 알려줄래,1
R 설명해줘,1
R 설명 부탁드립니다,1
R 설명,1
R에 대해 궁금합니다,1
R에 대해 알고 싶습니다,1
R에 대해 궁금해,1
R에 대해 알려줘,1
R에 대해 알려줄래,1
R에 대해 설명해줘,1
R에 대해 설명 부탁드립니다,1
R에 대해 설명,1
이면,1
이면 궁금합니다,1
이면 알고 싶습니다,1
이면 궁금해,1
이면 알려줘,1
이면 알려줄래,1
이면 설명해줘,1
이면 설명 부탁드립니다,1
이면 설명,1
이면에 대해 궁금합니다,1
이면에 대해 알고 싶습니다,1
이면에 대해 궁금해,1
이면에 대해 알려줘,1
이면에 대해 알려줄래,1
이면에 대해 설명해줘,1
이면에 대해 설명 부탁드립니다,1
이면에 대해 설명,1
성립,1
성립 궁금합니다,1
성립 알고 싶습니다,1
성립 궁금해,1
성립 알려줘,1
성립 알려줄래,1
성립 설명해줘,1
성립 설명 부탁드립니다,1
성립 설명,1
성립에 대해 궁금합니다,1
성립에 대해 알고 싶습니다,1
성립에 대해 궁금해,1
성립에 대해 알려줘,1
성립에 대해 알려줄래,1
성립에 대해 설명해줘,1
성립에 대해 설명 부탁드립니다,1
성립에 대해 설명,1
팀,1
팀 궁금합니다,1
팀 알고 싶습니다,1
팀 궁금해,1
팀 알려줘,1
팀 알려줄래,1
팀 설명해줘,1
팀 설명 부탁드립니다,1
팀 설명,1
팀에 대해 궁금합니다,1
팀에 대해 알고 싶습니다,1
팀에 대해 궁금해,1
팀에 대해 알려줘,1
팀에 대해 알려줄래,1
팀에 대해 설명해줘,1
팀에 대해 설명 부탁드립니다,1
팀에 대해 설명,1
연구,1
연구 궁금합니다,1
연구 알고 싶습니다,1
연구 궁금해,1
연구 알려줘,1
연구 알려줄래,1
연구 설명해줘,1
연구 설명 부탁드립니다,1
연구 설명,1
연구에 대해 궁금합니다,1
연구에 대해 알고 싶습니다,1
연구에 대해 궁금해,1
연구에 대해 알려줘,1
연구에 대해 알려줄래,1
연구에 대해 설명해줘,1
연구에 대해 설명 부탁드립니다,1
연구에 대해 설명,1
함수 종속,1
함수 종속 궁금합니다,1
함수 종속 알고 싶습니다,1
함수 종속 궁금해,1
함수 종속 알려줘,1
함수 종속 알려줄래,1
함수 종속 설명해줘,1
함수 종속 설명 부탁드립니다,1
함수 종속 설명,1
함수 종속에 대해 궁금합니다,1
함수 종속에 대해 알고 싶습니다,1
함수 종속에 대해 궁금해,1
함수 종속에 대해 알려줘,1
함수 종속에 대해 알려줄래,1
함수 종속에 대해 설명해줘,1
함수 종속에 대해 설명 부탁드립니다,1
함수 종속에 대해 설명,1
가입,1
가입 궁금합니다,1
가입 알고 싶습니다,1
가입 궁금해,1
가입 알려줘,1
가입 알려줄래,1
가입 설명해줘,1
가입 설명 부탁드립니다,1
가입 설명,1
가입에 대해 궁금합니다,1
가입에 대해 알고 싶습니다,1
가입에 대해 궁금해,1
가입에 대해 알려줘,1
가입에 대해 알려줄래,1
가입에 대해 설명해줘,1
가입에 대해 설명 부탁드립니다,1
가입에 대해 설명,1
담당,1
담당 궁금합니다,1
담당 알고 싶습니다,1
담당 궁금해,1
담당 알려줘,1
담당 알려줄래,1
담당 설명해줘,1
담당 설명 부탁드립니다,1
담당 설명,1
담당에 대해 궁금합니다,1
담당에 대해 알고 싶습니다,1
담당에 대해 궁금해,1
담당에 대해 알려줘,1
담당에 대해 알려줄래,1
담당에 대해 설명해줘,1
담당에 대해 설명 부탁드립니다,1
담당에 대해 설명,1
트레이너,1
트레이너 궁금합니다,1
트레이너 알고 싶습니다,1
트레이너 궁금해,1
트레이너 알려줘,1
트레이너 알려줄래,1
트레이너 설명해줘,1
트레이너 설명 부탁드립니다,1
트레이너 설명,1
트레이너에 대해 궁금합니다,1
트레이너에 대해 알고 싶습니다,1
트레이너에 대해 궁금해,1
트레이너에 대해 알려줘,1
트레이너에 대해 알려줄래,1
트레이너에 대해 설명해줘,1
트레이너에 대해 설명 부탁드립니다,1
트레이너에 대해 설명,1
영민,1
영민 궁금합니다,1
영민 알고 싶습니다,1
영민 궁금해,1
영민 알려줘,1
영민 알려줄래,1
영민 설명해줘,1
영민 설명 부탁드립니다,1
영민 설명,1
영민에 대해 궁금합니다,1
영민에 대해 알고 싶습니다,1
영민에 대해 궁금해,1
영민에 대해 알려줘,1
영민에 대해 알려줄래,1
영민에 대해 설명해줘,1
영민에 대해 설명 부탁드립니다,1
영민에 대해 설명,1
동진,1
동진 궁금합니다,1
동진 알고 싶습니다,1
동진 궁금해,1
동진 알려줘,1
동진 알려줄래,1
동진 설명해줘,1
동진 설명 부탁드립니다,1
동진 설명,1
동진에 대해 궁금합니다,1
동진에 대해 알고 싶습니다,1
동진에 대해 궁금해,1
동진에 대해 알려줘,1
동진에 대해 알려줄래,1
동진에 대해 설명해줘,1
동진에 대해 설명 부탁드립니다,1
동진에 대해 설명,1
이민수,1
이민수 궁금합니다,1
이민수 알고 싶습니다,1
이민수 궁금해,1
이민수 알려줘,1
이민수 알려줄래,1
이민수 설명해줘,1
이민수 설명 부탁드립니다,1
이민수 설명,1
이민수에 대해 궁금합니다,1
이민수에 대해 알고 싶습니다,1
이민수에 대해 궁금해,1
이민수에 대해 알려줘,1
이민수에 대해 알려줄래,1
이민수에 대해 설명해줘,1
이민수에 대해 설명 부탁드립니다,1
이민수에 대해 설명,1
김영미,1
김영미 궁금합니다,1
김영미 알고 싶습니다,1
김영미 궁금해,1
김영미 알려줘,1
김영미 알려줄래,1
김영미 설명해줘,1
김영미 설명 부탁드립니다,1
김영미 설명,1
김영미에 대해 궁금합니다,1
김영미에 대해 알고 싶습니다,1
김영미에 대해 궁금해,1
김영미에 대해 알려줘,1
김영미에 대해 알려줄래,1
김영미에 대해 설명해줘,1
김영미에 대해 설명 부탁드립니다,1
김영미에 대해 설명,1
박민,1
박민 궁금합니다,1
박민 알고 싶습니다,1
박민 궁금해,1
박민 알려줘,1
박민 알려줄래,1
박민 설명해줘,1
박민 설명 부탁드립니다,1
박민 설명,1
박민에 대해 궁금합니다,1
박민에 대해 알고 싶습니다,1
박민에 대해 궁금해,1
박민에 대해 알려줘,1
박민에 대해 알려줄래,1
박민에 대해 설명해줘,1
박민에 대해 설명 부탁드립니다,1
박민에 대해 설명,1
최영미,1
최영미 궁금합니다,1
최영미 알고 싶습니다,1
최영미 궁금해,1
최영미 알려줘,1
최영미 알려줄래,1
최영미 설명해줘,1
최영미 설명 부탁드립니다,1
최영미 설명,1
최영미에 대해 궁금합니다,1
최영미에 대해 알고 싶습니다,1
최영미에 대해 궁금해,1
최영미에 대해 알려줘,1
최영미에 대해 알려줄래,1
최영미에 대해 설명해줘,1
최영미에 대해 설명 부탁드립니다,1
최영미에 대해 설명,1
김동수,1
김동수 궁금합니다,1
김동수 알고 싶습니다,1
김동수 궁금해,1
김동수 알려줘,1
김동수 알려줄래,1
김동수 설명해줘,1
김동수 설명 부탁드립니다,1
김동수 설명,1
김동수에 대해 궁금합니다,1
김동수에 대해 알고 싶습니다,1
김동수에 대해 궁금해,1
김동수에 대해 알려줘,1
김동수에 대해 알려줄래,1
김동수에 대해 설명해줘,1
김동수에 대해 설명 부탁드립니다,1
김동수에 대해 설명,1
박장,1
박장 궁금합니다,1
박장 알고 싶습니다,1
박장 궁금해,1
박장 알려줘,1
박장 알려줄래,1
박장 설명해줘,1
박장 설명 부탁드립니다,1
박장 설명,1
박장에 대해 궁금합니다,1
박장에 대해 알고 싶습니다,1
박장에 대해 궁금해,1
박장에 대해 알려줘,1
박장에 대해 알려줄래,1
박장에 대해 설명해줘,1
박장에 대해 설명 부탁드립니다,1
박장에 대해 설명,1
이정,1
이정 궁금합니다,1
이정 알고 싶습니다,1
이정 궁금해,1
이정 알려줘,1
이정 알려줄래,1
이정 설명해줘,1
이정 설명 부탁드립니다,1
이정 설명,1
이정에 대해 궁금합니다,1
이정에 대해 알고 싶습니다,1
이정에 대해 궁금해,1
이정에 대해 알려줘,1
이정에 대해 알려줄래,1
이정에 대해 설명해줘,1
이정에 대해 설명 부탁드립니다,1
이정에 대해 설명,1
은미,1
은미 궁금합니다,1
은미 알고 싶습니다,1
은미 궁금해,1
은미 알려줘,1
은미 알려줄래,1
은미 설명해줘,1
은미 설명 부탁드립니다,1
은미 설명,1
은미에 대해 궁금합니다,1
은미에 대해 알고 싶습니다,1
은미에 대해 궁금해,1
은미에 대해 알려줘,1
은미에 대해 알려줄래,1
은미에 대해 설명해줘,1
은미에 대해 설명 부탁드립니다,1
은미에 대해 설명,1
동명,1
동명 궁금합니다,1
동명 알고 싶습니다,1
동명 궁금해,1
동명 알려줘,1
동명 알려줄래,1
동명 설명해줘,1
동명 설명 부탁드립니다,1
동명 설명,1
동명에 대해 궁금합니다,1
동명에 대해 알고 싶습니다,1
동명에 대해 궁금해,1
동명에 대해 알려줘,1
동명에 대해 알려줄래,1
동명에 대해 설명해줘,1
동명에 대해 설명 부탁드립니다,1
동명에 대해 설명,1
이인,1
이인 궁금합니다,1
이인 알고 싶습니다,1
이인 궁금해,1
이인 알려줘,1
이인 알려줄래,1
이인 설명해줘,1
이인 설명 부탁드립니다,1
이인 설명,1
이인에 대해 궁금합니다,1
이인에 대해 알고 싶습니다,1
이인에 대해 궁금해,1
이인에 대해 알려줘,1
이인에 대해 알려줄래,1
이인에 대해 설명해줘,1
이인에 대해 설명 부탁드립니다,1
이인에 대해 설명,1
배제,1
배제 궁금합니다,1
배제 알고 싶습니다,1
배제 궁금해,1
배제 알려줘,1
배제 알려줄래,1
배제 설명해줘,1
배제 설명 부탁드립니다,1
배제 설명,1
배제에 대해 궁금합니다,1
배제에 대해 알고 싶습니다,1
배제에 대해 궁금해,1
배제에 대해 알려줘,1
배제에 대해 알려줄래,1
배제에 대해 설명해줘,1
배제에 대해 설명 부탁드립니다,1
배제에 대해 설명,1
다이어그램,1
다이어그램 궁금합니다,1
다이어그램 알고 싶습니다,1
다이어그램 궁금해,1
다이어그램 알려줘,1
다이어그램 알려줄래,1
다이어그램 설명해줘,1
다이어그램 설명 부탁드립니다,1
다이어그램 설명,1
다이어그램에 대해 궁금합니다,1
다이어그램에 대해 알고 싶습니다,1
다이어그램에 대해 궁금해,1
다이어그램에 대해 알려줘,1
다이어그램에 대해 알려줄래,1
다이어그램에 대해 설명해줘,1
다이어그램에 대해 설명 부탁드립니다,1
다이어그램에 대해 설명,1
Diagram,1
Diagram 궁금합니다,1
Diagram 알고 싶습니다,1
Diagram 궁금해,1
Diagram 알려줘,1
Diagram 알려줄래,1
Diagram 설명해줘,1
Diagram 설명 부탁드립니다,1
Diagram 설명,1
Diagram에 대해 궁금합니다,1
Diagram에 대해 알고 싶습니다,1
Diagram에 대해 궁금해,1
Diagram에 대해 알려줘,1
Diagram에 대해 알려줄래,1
Diagram에 대해 설명해줘,1
Diagram에 대해 설명 부탁드립니다,1
Diagram에 대해 설명,1
FDD,1
FDD 궁금합니다,1
FDD 알고 싶습니다,1
FDD 궁금해,1
FDD 알려줘,1
FDD 알려줄래,1
FDD 설명해줘,1
FDD 설명 부탁드립니다,1
FDD 설명,1
FDD에 대해 궁금합니다,1
FDD에 대해 알고 싶습니다,1
FDD에 대해 궁금해,1
FDD에 대해 알려줘,1
FDD에 대해 알려줄래,1
FDD에 대해 설명해줘,1
FDD에 대해 설명 부탁드립니다,1
FDD에 대해 설명,1
그림,1
그림 궁금합니다,1
그림 알고 싶습니다,1
그림 궁금해,1
그림 알려줘,1
그림 알려줄래,1
그림 설명해줘,1
